text	domain	intent	target
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. pause	MEDIACONTROL	pause	media control. pause
set my alarm for 6.	ALARM	set_alarm	alarm. set alarm
set timer for 2 minutes.	ALARM	set_timer	alarm. set timer
set a timer for 15 minutes.	ALARM	set_timer	alarm. set timer
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
play some background music.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
common. confirm	COMMON	confirm	common. confirm
media control. skip back	MEDIACONTROL	skip_back	media control. skip back
weather. weather default	WEATHER	weather_default	weather. weather default
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play the artist tycho.	MEDIACONTROL	play_media	media control. play media
play beatles music.	MEDIACONTROL	play_media	media control. play media
what time does the sunset today?	OTHER	other	other. other
media control. skip forward	MEDIACONTROL	skip_forward	media control. skip forward
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
this morning.	OTHER	other	other. other
play Ozzy Osbourne.	MEDIACONTROL	play_media	media control. play media
i missed you.	OTHER	other	other. other
turn back on.	OTHERSKILL	otherskill_default	other skill. otherskill default
play redbone.	MEDIACONTROL	play_media	media control. play media
play classical.	MEDIACONTROL	play_media	media control. play media
set alarm for 4:30 pm.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
alarm. find alarm	ALARM	find_alarm	alarm. find alarm
open rain sounds.	MEDIACONTROL	play_media	media control. play media
play radio nepal.	MEDIACONTROL	play_media	media control. play media
turn off the hallway light.	HOMEAUTOMATION	turn_off	home automation. turn off
other. other	OTHER	other	other. other
turn the bedroom lights on.	HOMEAUTOMATION	turn_on	home automation. turn on
play wqxr fm.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
set an alarm for 7:30 in the morning.	ALARM	set_alarm	alarm. set alarm
play play that song.	MEDIACONTROL	play_media	media control. play media
note. add to note	NOTE	add_to_note	note. add to note
what are my appointments tomorrow?	CALENDAR	find_calendar_entry	calendar. find calendar entry
set appointment.	CALENDAR	create_calendar_entry	calendar. create calendar entry
other. other	OTHER	other	other. other
set a timer for 19 minutes.	ALARM	set_timer	alarm. set timer
can you play?	MEDIACONTROL	play_media	media control. play media
play pick it up.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
calendar. find calendar entry	CALENDAR	find_calendar_entry	calendar. find calendar entry
other skill. otherskill default	OTHERSKILL	otherskill_default	other skill. otherskill default
other skill. otherskill default	OTHERSKILL	otherskill_default	other skill. otherskill default
stop music.	MEDIACONTROL	stop	media control. stop
mary.	OTHER	other	other. other
turn off ceiling fan.	HOMEAUTOMATION	turn_off	home automation. turn off
play punk music.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play miguel bos?.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
aura.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play joe sumner.	MEDIACONTROL	play_media	media control. play media
play some youtube.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
play look alive by drake.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
increase volume by 50%.	MEDIACONTROL	volume_up	media control. volume up
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
set an alarm for 1:30 AM.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
what's the temperature in fitchburg wisconsin?	WEATHER	weather_default	weather. weather default
alarm. set timer	ALARM	set_timer	alarm. set timer
play songs by florida georgia line.	MEDIACONTROL	play_media	media control. play media
set a timer for 30 minutes please.	ALARM	set_timer	alarm. set timer
media control. resume	MEDIACONTROL	resume	media control. resume
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
play 950 KJR.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
note. add to note	NOTE	add_to_note	note. add to note
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
email. search email	EMAIL	search_email	email. search email
make a shopping list.	NOTE	create_note	note. create note
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
call Carol.	COMMUNICATION	make_call	communication. make call
home automation. turn up	HOMEAUTOMATION	turn_up	home automation. turn up
play party music.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
play piano music on spotify.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
turn living room off.	HOMEAUTOMATION	turn_off	home automation. turn off
on device. open application	ONDEVICE	open_application	on device. open application
play some drake.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
12	OTHER	other	other. other
home automation. turn up	HOMEAUTOMATION	turn_up	home automation. turn up
media control. play media	MEDIACONTROL	play_media	media control. play media
play 94.5 the buzz.	MEDIACONTROL	play_media	media control. play media
wake me up at 4:45.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
my timers.	ALARM	find_timer	alarm. find timer
set an alarm for 9 AM tomorrow.	ALARM	set_alarm	alarm. set alarm
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
skip music.	MEDIACONTROL	skip_forward	media control. skip forward
media control. play media	MEDIACONTROL	play_media	media control. play media
play Peter Gabriel.	MEDIACONTROL	play_media	media control. play media
call julian wahlquist.	COMMUNICATION	make_call	communication. make call
alarm. set timer	ALARM	set_timer	alarm. set timer
media control. volume down	MEDIACONTROL	volume_down	media control. volume down
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play christian music on spotify.	MEDIACONTROL	play_media	media control. play media
happy new years.	OTHER	other	other. other
play god's plan by drake.	MEDIACONTROL	play_media	media control. play media
turn off the computer.	ONDEVICE	power_off	on device. power off
media control. play media	MEDIACONTROL	play_media	media control. play media
what's the weather gonna be like this week?	WEATHER	weather_default	weather. weather default
who plays the song?	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
alarm. set timer	ALARM	set_timer	alarm. set timer
play christmas pop on spotify.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
turn on family room light.	HOMEAUTOMATION	turn_on	home automation. turn on
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
call noah mobile.	COMMUNICATION	make_call	communication. make call
play can't touch this.	MEDIACONTROL	play_media	media control. play media
play 94.5 the buzz on iheartradio.	MEDIACONTROL	play_media	media control. play media
turn on rick's lamp.	HOMEAUTOMATION	turn_on	home automation. turn on
media control. pause	MEDIACONTROL	pause	media control. pause
Current weather.	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
play various artists.	MEDIACONTROL	play_media	media control. play media
open OneNote.	ONDEVICE	open_application	on device. open application
say something funny.	OTHER	other	other. other
what are the top news stories?	OTHER	other	other. other
who is alexa?	OTHER	other	other. other
wake me up in 3 hours.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
turn up living room.	HOMEAUTOMATION	turn_up	home automation. turn up
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
lower the volume a little.	MEDIACONTROL	volume_down	media control. volume down
read my reminder.	REMINDER	read_aloud	reminder. read aloud
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
what's the temperature in philadelphia?	WEATHER	weather_default	weather. weather default
play jazz 24.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
call susan.	COMMUNICATION	make_call	communication. make call
media control. play media	MEDIACONTROL	play_media	media control. play media
wake me up at 5:30 in the morning.	ALARM	set_alarm	alarm. set alarm
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
play dark horse.	MEDIACONTROL	play_media	media control. play media
what's the temperature outside right now?	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
shut off please.	ONDEVICE	power_off	on device. power off
stop playing radio please.	MEDIACONTROL	stop	media control. stop
play jason mraz.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
is it going to rain tonight?	WEATHER	weather_default	weather. weather default
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
open google.	ONDEVICE	open_application	on device. open application
ok.	COMMON	confirm	common. confirm
media control. play media	MEDIACONTROL	play_media	media control. play media
play what lovers do.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. recognize currently playing	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
direct.	OTHER	other	other. other
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
play 2017 playlist.	MEDIACONTROL	play_media	media control. play media
hey cortana good morning.	OTHER	other	other. other
play my Christmas playlist.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
go to Hulu.	ONDEVICE	open_application	on device. open application
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set timer	ALARM	set_timer	alarm. set timer
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
what's the latest?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play deep sleep music.	MEDIACONTROL	play_media	media control. play media
play all i want for christmas is you by mariah carey.	MEDIACONTROL	play_media	media control. play media
volume 15.	MEDIACONTROL	set_volume	media control. set volume
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play some Pink Floyd.	MEDIACONTROL	play_media	media control. play media
skip that.	COMMON	show_next	common. show next
yes thank you.	OTHER	other	other. other
turn on hallway light.	HOMEAUTOMATION	turn_on	home automation. turn on
cortana turn off.	ONDEVICE	close_application	on device. close application
play new age music.	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
other. other	OTHER	other	other. other
set an alarm for 3:45 AM.	ALARM	set_alarm	alarm. set alarm
communication. get notifications	COMMUNICATION	get_notifications	communication. get notifications
play whatever it takes.	MEDIACONTROL	play_media	media control. play media
play some beatles music.	MEDIACONTROL	play_media	media control. play media
play unforgettable.	MEDIACONTROL	play_media	media control. play media
turn tv on.	HOMEAUTOMATION	turn_on	home automation. turn on
turn the music off please.	MEDIACONTROL	stop	media control. stop
play some party music.	MEDIACONTROL	play_media	media control. play media
i'm home.	OTHER	other	other. other
other. other	OTHER	other	other. other
media control. volume down	MEDIACONTROL	volume_down	media control. volume down
turn the music down a little.	MEDIACONTROL	volume_down	media control. volume down
media control. play media	MEDIACONTROL	play_media	media control. play media
play Gipsy Kings.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
other. other	OTHER	other	other. other
weather forecast for tomorrow.	WEATHER	weather_default	weather. weather default
play marc anthony music.	MEDIACONTROL	play_media	media control. play media
skip to the next song please.	MEDIACONTROL	skip_forward	media control. skip forward
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
other. other	OTHER	other	other. other
what's the weather like now?	WEATHER	weather_default	weather. weather default
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
play the band.	MEDIACONTROL	play_media	media control. play media
turn off the candle warmer.	HOMEAUTOMATION	turn_off	home automation. turn off
set alarm for 2:30.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
calendar. find calendar entry	CALENDAR	find_calendar_entry	calendar. find calendar entry
other. other	OTHER	other	other. other
turn it down.	MEDIACONTROL	volume_down	media control. volume down
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
weather. weather default	WEATHER	weather_default	weather. weather default
remind me to do blood test.	REMINDER	create_single_reminder	reminder. create single reminder
set timer for one hour.	ALARM	set_timer	alarm. set timer
play Luther Vandross.	MEDIACONTROL	play_media	media control. play media
like this song.	MEDIACONTROL	like_media	media control. like media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
turn off all light.	HOMEAUTOMATION	turn_off	home automation. turn off
how long will it take me to get home?	PLACES	places_default	places. places default
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
play hip hop.	MEDIACONTROL	play_media	media control. play media
set the alarm for 6:30.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
can you play the duck song?	MEDIACONTROL	play_media	media control. play media
set my alarm for 10 AM.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
calendar. find calendar entry	CALENDAR	find_calendar_entry	calendar. find calendar entry
common. stop	COMMON	stop	common. stop
play good music.	MEDIACONTROL	play_media	media control. play media
set volume to 30.	MEDIACONTROL	set_volume	media control. set volume
play gaming music.	MEDIACONTROL	play_media	media control. play media
stop spotify.	MEDIACONTROL	stop	media control. stop
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
other. other	OTHER	other	other. other
play paquita la del barrio.	MEDIACONTROL	play_media	media control. play media
set volume to 65%.	MEDIACONTROL	set_volume	media control. set volume
way.	OTHER	other	other. other
everyone else.	OTHER	other	other. other
media control. mediacontrol other	MEDIACONTROL	mediacontrol_other	media control. mediacontrol other
turn on the lights.	HOMEAUTOMATION	turn_on	home automation. turn on
other. other	OTHER	other	other. other
remind me tomorrow at.	REMINDER	create_single_reminder	reminder. create single reminder
on device. power off	ONDEVICE	power_off	on device. power off
hey cortana resume.	MEDIACONTROL	resume	media control. resume
play born to be wild.	MEDIACONTROL	play_media	media control. play media
play rudolph the red nose reindeer.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
set an alarm for 4 am.	ALARM	set_alarm	alarm. set alarm
play kirk franklin.	MEDIACONTROL	play_media	media control. play media
set an alarm for 5:20.	ALARM	set_alarm	alarm. set alarm
media control. resume	MEDIACONTROL	resume	media control. resume
alarm. set timer	ALARM	set_timer	alarm. set timer
la.	OTHER	other	other. other
set an alarm for 6:25 am.	ALARM	set_alarm	alarm. set alarm
call steven peak.	COMMUNICATION	make_call	communication. make call
other. other	OTHER	other	other. other
play some rock.	MEDIACONTROL	play_media	media control. play media
play foster the people.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play thunderstruck by acdc.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
set alarm for 8 minutes.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play the joy fm.	MEDIACONTROL	play_media	media control. play media
what reminders do i have today?	REMINDER	find_reminder	reminder. find reminder
stop playing the music please.	MEDIACONTROL	stop	media control. stop
play progressive music for long island.	MEDIACONTROL	play_media	media control. play media
home automation. set device	HOMEAUTOMATION	set_device	home automation. set device
play classical piano.	MEDIACONTROL	play_media	media control. play media
on device. turn on setting	ONDEVICE	turn_on_setting	on device. turn on setting
set the alarm for 6:45.	ALARM	set_alarm	alarm. set alarm
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
play brazilian birds.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
turn off the bedroom lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
shut the lights off.	HOMEAUTOMATION	turn_off	home automation. turn off
reminder. create single reminder	REMINDER	create_single_reminder	reminder. create single reminder
media control. play media	MEDIACONTROL	play_media	media control. play media
what is my next appointment?	CALENDAR	find_calendar_entry	calendar. find calendar entry
common. stop	COMMON	stop	common. stop
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
play play.	MEDIACONTROL	play_media	media control. play media
play sober by g eazy.	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
sing a christmas song.	OTHERSKILL	otherskill_default	other skill. otherskill default
my stuff. find my stuff	MYSTUFF	find_my_stuff	my stuff. find my stuff
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
tell me some news.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play plain jane.	MEDIACONTROL	play_media	media control. play media
play as time goes by by Dooley Wilson.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
good afternoon.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
when is your birthday?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
on device. power off	ONDEVICE	power_off	on device. power off
set volume to 70.	MEDIACONTROL	set_volume	media control. set volume
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
home automation. close	HOMEAUTOMATION	close	home automation. close
can you turn the lights off?	HOMEAUTOMATION	turn_off	home automation. turn off
what time is the football game today?	OTHER	other	other. other
weather. weather default	WEATHER	weather_default	weather. weather default
other. other	OTHER	other	other. other
media control. volume down	MEDIACONTROL	volume_down	media control. volume down
can you cancel the alarm?	ALARM	turn_off_alarm	alarm. turn off alarm
turn off the entry light.	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
what's on my schedule?	CALENDAR	find_calendar_entry	calendar. find calendar entry
set alarm for 7:40.	ALARM	set_alarm	alarm. set alarm
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
play la la land soundtrack.	MEDIACONTROL	play_media	media control. play media
play music by train.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
turn on living room floor lamp.	HOMEAUTOMATION	turn_on	home automation. turn on
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
add an appointment.	CALENDAR	create_calendar_entry	calendar. create calendar entry
media control. play media	MEDIACONTROL	play_media	media control. play media
play some slow music.	MEDIACONTROL	play_media	media control. play media
quiet.	COMMON	stop	common. stop
can you play music please?	MEDIACONTROL	play_media	media control. play media
lights in my room on.	HOMEAUTOMATION	turn_on	home automation. turn on
media control. play media	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
play hezekiah walker.	MEDIACONTROL	play_media	media control. play media
play Grimes.	MEDIACONTROL	play_media	media control. play media
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
birthday.	OTHER	other	other. other
play flute music.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
play worship music.	MEDIACONTROL	play_media	media control. play media
set alarm for 5 am tomorrow.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
set alarm at.	ALARM	set_alarm	alarm. set alarm
what is today's date?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
weather. weather default	WEATHER	weather_default	weather. weather default
play funky town radio.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play global top 50.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
check the timer.	ALARM	time_remaining	alarm. time remaining
what movies are playing nearby?	OTHER	other	other. other
weather. weather default	WEATHER	weather_default	weather. weather default
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
play some country.	MEDIACONTROL	play_media	media control. play media
play some jackson browne.	MEDIACONTROL	play_media	media control. play media
play club music.	MEDIACONTROL	play_media	media control. play media
how much time is left in my timer?	ALARM	time_remaining	alarm. time remaining
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
play jungle music.	MEDIACONTROL	play_media	media control. play media
media control. volume down	MEDIACONTROL	volume_down	media control. volume down
open app.	ONDEVICE	open_application	on device. open application
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
other. other	OTHER	other	other. other
lower the volume a little bit.	MEDIACONTROL	volume_down	media control. volume down
other. other	OTHER	other	other. other
who's playing?	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
weather. weather default	WEATHER	weather_default	weather. weather default
f******.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
note. add to note	NOTE	add_to_note	note. add to note
set my alarm for 6:50 am.	ALARM	set_alarm	alarm. set alarm
how cold is it supposed to get tonight?	WEATHER	weather_default	weather. weather default
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
play 103.5 kiss fm.	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
turn off my alarm.	ALARM	turn_off_alarm	alarm. turn off alarm
tell me a funny quote.	OTHER	other	other. other
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
system.	OTHER	other	other. other
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
other. otheris this song	OTHER	OtherIs this song	other. otheris this song
play judy collins.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
play wcpt.	MEDIACONTROL	play_media	media control. play media
play the ticket 1310 on iheartradio.	MEDIACONTROL	play_media	media control. play media
home automation. set device	HOMEAUTOMATION	set_device	home automation. set device
wake me up at 6:15.	ALARM	set_alarm	alarm. set alarm
say a joke.	OTHER	other	other. other
i'm tired.	OTHER	other	other. other
set timer for 9 minutes.	ALARM	set_timer	alarm. set timer
weather. weather default	WEATHER	weather_default	weather. weather default
disconnect from my phone.	ONDEVICE	ondevice_other	on device. ondevice other
fox news.	WEBNAVIGATION	navigate_web	web navigation. navigate web
:).	OTHER	other	other. other
media control. stop	MEDIACONTROL	stop	media control. stop
media control. play media	MEDIACONTROL	play_media	media control. play media
weather for tomorrow.	WEATHER	weather_default	weather. weather default
alarm. set timer	ALARM	set_timer	alarm. set timer
turn off castle wall light.	HOMEAUTOMATION	turn_off	home automation. turn off
set a timer for 7 minutes.	ALARM	set_timer	alarm. set timer
turn on the dining room.	HOMEAUTOMATION	turn_on	home automation. turn on
play dear future husband.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
alarm. set timer	ALARM	set_timer	alarm. set timer
other. other	OTHER	other	other. other
hey cortana off.	ONDEVICE	close_application	on device. close application
note. add to note	NOTE	add_to_note	note. add to note
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play glorious.	MEDIACONTROL	play_media	media control. play media
play Christmas playlist.	MEDIACONTROL	play_media	media control. play media
play fly me to the moon by Frank Sinatra.	MEDIACONTROL	play_media	media control. play media
what is my alarm set for?	ALARM	find_alarm	alarm. find alarm
turn the family room lights off.	HOMEAUTOMATION	turn_off	home automation. turn off
add cheese to my shopping list.	NOTE	add_to_note	note. add to note
please play some music.	MEDIACONTROL	play_media	media control. play media
play 1590 on tunein.	MEDIACONTROL	play_media	media control. play media
turn off the reading lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
play 92.9 the game.	MEDIACONTROL	play_media	media control. play media
how do you feel?	OTHERSKILL	otherskill_default	other skill. otherskill default
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
play 97.3.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
play something.	MEDIACONTROL	play_media	media control. play media
communication. send text	COMMUNICATION	send_text	communication. send text
what's my timer at?	ALARM	find_timer	alarm. find timer
read it.	OTHER	other	other. other
play psycho by post malone.	MEDIACONTROL	play_media	media control. play media
play 3 days grace.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
music off please.	MEDIACONTROL	stop	media control. stop
snooze 15 minutes.	ALARM	snooze	alarm. snooze
other. other	OTHER	other	other. other
play some bluegrass.	MEDIACONTROL	play_media	media control. play media
what time is the seahawks game?	OTHER	other	other. other
what's the weather supposed to be like?	WEATHER	weather_default	weather. weather default
communication. make call	COMMUNICATION	make_call	communication. make call
on device. pair device	ONDEVICE	pair_device	on device. pair device
set alarm for 9:45 AM.	ALARM	set_alarm	alarm. set alarm
can you play the song?	MEDIACONTROL	play_media	media control. play media
can you play some jason aldean?	MEDIACONTROL	play_media	media control. play media
find out.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
turn the volume down to 50 %.	MEDIACONTROL	volume_down	media control. volume down
other. other	OTHER	other	other. other
skip the ad.	OTHER	other	other. other
surprise maine.	OTHER	other	other. other
media control. stop	MEDIACONTROL	stop	media control. stop
media control. repeat	MEDIACONTROL	repeat	media control. repeat
sing.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
