text	domain	intent	target
play feel this moment by pitbull.	MEDIACONTROL	play_media	media control. play media
play busta rhymes.	MEDIACONTROL	play_media	media control. play media
hey stop.	COMMON	stop	common. stop
stop that music.	MEDIACONTROL	stop	media control. stop
set my alarm for 3 am.	ALARM	set_alarm	alarm. set alarm
play some eric clapton.	MEDIACONTROL	play_media	media control. play media
turn on living room table lamp.	HOMEAUTOMATION	turn_on	home automation. turn on
turn off kids room lights.	HOMEAUTOMATION	turn_off	home automation. turn off
play kari jobe.	MEDIACONTROL	play_media	media control. play media
what sound does a cat make?	OTHER	other	other. other
play rex orange county.	MEDIACONTROL	play_media	media control. play media
play music by kendrick lamar.	MEDIACONTROL	play_media	media control. play media
play Major Lazer.	MEDIACONTROL	play_media	media control. play media
play some bob seger.	MEDIACONTROL	play_media	media control. play media
please turn up the music.	MEDIACONTROL	volume_up	media control. volume up
listen to 1220.	MEDIACONTROL	play_media	media control. play media
play my pop playlist.	MEDIACONTROL	play_media	media control. play media
play rewound radio.	MEDIACONTROL	play_media	media control. play media
what time is my alarm for tomorrow?	ALARM	find_alarm	alarm. find alarm
play 80s music on spotify.	MEDIACONTROL	play_media	media control. play media
play porch swing angel.	MEDIACONTROL	play_media	media control. play media
play yung gravy.	MEDIACONTROL	play_media	media control. play media
what's the news of the day?	OTHER	other	other. other
play cortana stop.	COMMON	stop	common. stop
set my alarm for 7:30 in the morning.	ALARM	set_alarm	alarm. set alarm
set my desk lamp to 30%.	HOMEAUTOMATION	set_device	home automation. set device
add orange juice to shopping list.	NOTE	add_to_note	note. add to note
can you play some rock music?	MEDIACONTROL	play_media	media control. play media
what does dilly dilly mean?	OTHER	other	other. other
girls.	OTHER	other	other. other
play sing along.	MEDIACONTROL	play_media	media control. play media
play bozz scaggs.	MEDIACONTROL	play_media	media control. play media
play wild thoughts.	MEDIACONTROL	play_media	media control. play media
follow.	MEDIACONTROL	follow_media	media control. follow media
what's the score of the cavaliers game?	OTHER	other	other. other
turn on the tv backlighting.	HOMEAUTOMATION	turn_on	home automation. turn on
what's the joke of the day?	OTHER	other	other. other
can you stop music?	MEDIACONTROL	stop	media control. stop
play the album super by pet shop boys.	MEDIACONTROL	play_media	media control. play media
talk dirty to me.	OTHER	other	other. other
what's the warriors score?	OTHER	other	other. other
mommy.	OTHER	other	other. other
sweet dreams.	OTHER	other	other. other
play 69.	MEDIACONTROL	play_media	media control. play media
play music on.	MEDIACONTROL	play_media	media control. play media
set an alarm for 4:15 AM.	ALARM	set_alarm	alarm. set alarm
play 660 am the answer.	MEDIACONTROL	play_media	media control. play media
aura.	OTHER	other	other. other
what's the 7 day forecast?	WEATHER	weather_default	weather. weather default
play let me love you.	MEDIACONTROL	play_media	media control. play media
stop playing music thank you.	MEDIACONTROL	stop	media control. stop
turn off the family room floor lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
can you play imagine dragons?	MEDIACONTROL	play_media	media control. play media
play all about that bass.	MEDIACONTROL	play_media	media control. play media
play Chris Tomlin songs.	MEDIACONTROL	play_media	media control. play media
play some chet baker.	MEDIACONTROL	play_media	media control. play media
play some jazz music please.	MEDIACONTROL	play_media	media control. play media
play some toby keith.	MEDIACONTROL	play_media	media control. play media
what channel is the superbowl on?	OTHER	other	other. other
play christmas jazz on iheartradio.	MEDIACONTROL	play_media	media control. play media
set my alarm for 5 o'clock.	ALARM	set_alarm	alarm. set alarm
play disney descendants 2 music.	MEDIACONTROL	play_media	media control. play media
play pepe aguilar.	MEDIACONTROL	play_media	media control. play media
lights up.	HOMEAUTOMATION	turn_up	home automation. turn up
set a timer for 90 seconds.	ALARM	set_timer	alarm. set timer
set my alarm for 7:45.	ALARM	set_alarm	alarm. set alarm
set a timer for 4 and a half minutes.	ALARM	set_timer	alarm. set timer
play some music by.	MEDIACONTROL	play_media	media control. play media
play Chet Baker.	MEDIACONTROL	play_media	media control. play media
play music by foster the people.	MEDIACONTROL	play_media	media control. play media
play funk music.	MEDIACONTROL	play_media	media control. play media
i'm gonna.	OTHER	other	other. other
what's your birthday?	OTHER	other	other. other
play dave east.	MEDIACONTROL	play_media	media control. play media
play today's greatest hits.	MEDIACONTROL	play_media	media control. play media
how is?	OTHER	other	other. other
play led zeppelin on spotify.	MEDIACONTROL	play_media	media control. play media
how have you been?	OTHER	other	other. other
switch song.	MEDIACONTROL	play_media	media control. play media
what time is it in germany?	OTHER	other	other. other
play harry styles.	MEDIACONTROL	play_media	media control. play media
wake me up at 2:30 am.	ALARM	set_alarm	alarm. set alarm
where is the closest ice skating rink?	PLACES	places_default	places. places default
turn off nightlight.	HOMEAUTOMATION	turn_off	home automation. turn off
myself.	OTHER	other	other. other
set alarm for 7:16 am.	ALARM	set_alarm	alarm. set alarm
set up an alarm for 6 am.	ALARM	set_alarm	alarm. set alarm
start a stop watch.	ALARM	set_timer	alarm. set timer
is my alarm set?	ALARM	find_alarm	alarm. find alarm
start a 2 minute timer.	ALARM	set_timer	alarm. set timer
what's the temperature going to be tonight?	WEATHER	weather_default	weather. weather default
play the alex jones show.	MEDIACONTROL	play_media	media control. play media
i said.	OTHER	other	other. other
dora.	OTHER	other	other. other
play r2.	MEDIACONTROL	play_media	media control. play media
xbox live.	OTHER	other	other. other
set alarm for 5:30 am tomorrow.	ALARM	set_alarm	alarm. set alarm
play joy fm.	MEDIACONTROL	play_media	media control. play media
what will be the weather tomorrow?	WEATHER	weather_default	weather. weather default
email sean hardy.	EMAIL	send_email	email. send email
play lata mangeshkar songs.	MEDIACONTROL	play_media	media control. play media
play knkx radio.	MEDIACONTROL	play_media	media control. play media
play explosions in the sky.	MEDIACONTROL	play_media	media control. play media
play songs by lindsey stirling.	MEDIACONTROL	play_media	media control. play media
lower the volume by 5%.	MEDIACONTROL	volume_down	media control. volume down
play earl klugh.	MEDIACONTROL	play_media	media control. play media
set an alarm for 9:20.	ALARM	set_alarm	alarm. set alarm
do you work?	OTHER	other	other. other
turn down the music a little bit.	MEDIACONTROL	volume_down	media control. volume down
play some soft jazz music.	MEDIACONTROL	play_media	media control. play media
what is the current forecast?	WEATHER	weather_default	weather. weather default
play some phil collins.	MEDIACONTROL	play_media	media control. play media
go to bluetooth mode.	ONDEVICE	open_setting	on device. open setting
what's the weather here?	WEATHER	weather_default	weather. weather default
i will.	OTHER	other	other. other
when is my package going to arrive?	OTHERSKILL	otherskill_default	other skill. otherskill default
can you play 80s?	MEDIACONTROL	play_media	media control. play media
where is the current temperature?	WEATHER	weather_default	weather. weather default
shut up the timer.	ALARM	turn_off_timer	alarm. turn off timer
set a timer 10 minutes.	ALARM	set_timer	alarm. set timer
play 2 door cinema club.	MEDIACONTROL	play_media	media control. play media
play Say You Won't Let Go.	MEDIACONTROL	play_media	media control. play media
play 38 special.	MEDIACONTROL	play_media	media control. play media
call father.	COMMUNICATION	make_call	communication. make call
play apple music.	MEDIACONTROL	play_media	media control. play media
play kdfc radio.	MEDIACONTROL	play_media	media control. play media
play 106.1 bli.	MEDIACONTROL	play_media	media control. play media
is it in india?	OTHER	other	other. other
are you connected to spotify?	ONDEVICE	open_application	on device. open application
turn off livingroom lilly.	HOMEAUTOMATION	turn_off	home automation. turn off
set alarm for 3 o'clock.	ALARM	set_alarm	alarm. set alarm
volume up 5%.	MEDIACONTROL	volume_up	media control. volume up
play my house.	MEDIACONTROL	play_media	media control. play media
play ingrid michaelson.	MEDIACONTROL	play_media	media control. play media
turn on hue light 2.	HOMEAUTOMATION	turn_on	home automation. turn on
musical.	OTHER	other	other. other
play baroque.	MEDIACONTROL	play_media	media control. play media
play lilly goodman.	MEDIACONTROL	play_media	media control. play media
play sweater weather.	MEDIACONTROL	play_media	media control. play media
set a timer for 6 and a half minutes.	ALARM	set_timer	alarm. set timer
play rick james.	MEDIACONTROL	play_media	media control. play media
play some electronic music.	MEDIACONTROL	play_media	media control. play media
play my bedtime piano playlist.	MEDIACONTROL	play_media	media control. play media
play cities 97.	MEDIACONTROL	play_media	media control. play media
messages.	COMMUNICATION	communication_other	communication. communication other
turn on bathroom fan.	HOMEAUTOMATION	turn_on	home automation. turn on
play wolfgang amadeus mozart.	MEDIACONTROL	play_media	media control. play media
turn on living lights.	HOMEAUTOMATION	turn_on	home automation. turn on
turn the lights up.	HOMEAUTOMATION	turn_up	home automation. turn up
dilly dilly.	OTHER	other	other. other
turn on my alarm for 7:30.	ALARM	set_alarm	alarm. set alarm
play songs by Kishore Kumar.	MEDIACONTROL	play_media	media control. play media
office light on please.	HOMEAUTOMATION	turn_on	home automation. turn on
can you turn it off?	ONDEVICE	power_off	on device. power off
you're ugly.	OTHER	other	other. other
call chris.	COMMUNICATION	make_call	communication. make call
play up there by post malone.	MEDIACONTROL	play_media	media control. play media
next clue.	OTHER	other	other. other
set an alarm for 10:30 PM.	ALARM	set_alarm	alarm. set alarm
turn on the couch light.	HOMEAUTOMATION	turn_on	home automation. turn on
tune into k love.	MEDIACONTROL	play_media	media control. play media
play i will always love you by whitney houston.	MEDIACONTROL	play_media	media control. play media
play joan favs.	MEDIACONTROL	play_media	media control. play media
bring up.	OTHER	other	other. other
set for minute timer.	ALARM	set_timer	alarm. set timer
play wrvm on tunein.	MEDIACONTROL	play_media	media control. play media
tune into 88.5.	MEDIACONTROL	play_media	media control. play media
play hip hop on spotify.	MEDIACONTROL	play_media	media control. play media
turn off seat light.	HOMEAUTOMATION	turn_off	home automation. turn off
play steel pulse.	MEDIACONTROL	play_media	media control. play media
play some mood music.	MEDIACONTROL	play_media	media control. play media
turn off mark's light.	HOMEAUTOMATION	turn_off	home automation. turn off
set the timer for one minute.	ALARM	set_timer	alarm. set timer
play some indian music.	MEDIACONTROL	play_media	media control. play media
play payphone.	MEDIACONTROL	play_media	media control. play media
play rick springfield.	MEDIACONTROL	play_media	media control. play media
add yogurt to the grocery list.	NOTE	add_to_note	note. add to note
where do babies come from?	OTHER	other	other. other
call +919852346851.	COMMUNICATION	make_call	communication. make call
open steam.	ONDEVICE	open_application	on device. open application
turn it down just a little bit.	MEDIACONTROL	volume_down	media control. volume down
add ketchup to my grocery list.	NOTE	add_to_note	note. add to note
set a reminder for 30 minutes.	REMINDER	create_single_reminder	reminder. create single reminder
play hey jude by the beatles.	MEDIACONTROL	play_media	media control. play media
play movie.	MEDIACONTROL	play_media	media control. play media
play watch me whip.	MEDIACONTROL	play_media	media control. play media
play something mellow.	MEDIACONTROL	play_media	media control. play media
play seal.	MEDIACONTROL	play_media	media control. play media
what is 0 / 0?	OTHER	other	other. other
play yodas greatest hits.	MEDIACONTROL	play_media	media control. play media
play xl 1067.	MEDIACONTROL	play_media	media control. play media
make a reminder.	REMINDER	create_single_reminder	reminder. create single reminder
play look alive by drake.	MEDIACONTROL	play_media	media control. play media
play i'm dreaming of a white christmas.	MEDIACONTROL	play_media	media control. play media
play christmas music on tunein.	MEDIACONTROL	play_media	media control. play media
play taylor swift song.	MEDIACONTROL	play_media	media control. play media
call Max.	COMMUNICATION	make_call	communication. make call
set alarm for 7:05 am.	ALARM	set_alarm	alarm. set alarm
set an alarm at 9 AM.	ALARM	set_alarm	alarm. set alarm
cancel it.	OTHER	other	other. other
what's the capital of the country?	OTHER	other	other. other
wake me at 4:40 am.	ALARM	set_alarm	alarm. set alarm
what's the weather in orlando florida?	WEATHER	weather_default	weather. weather default
set alarm for 1:30 pm.	ALARM	set_alarm	alarm. set alarm
play Bruno Mars that's what i like.	MEDIACONTROL	play_media	media control. play media
play harp music.	MEDIACONTROL	play_media	media control. play media
turn on the lights on.	HOMEAUTOMATION	turn_on	home automation. turn on
connect to my pc.	ONDEVICE	pair_device	on device. pair device
play music by train.	MEDIACONTROL	play_media	media control. play media
play punk music.	MEDIACONTROL	play_media	media control. play media
turn on the living room background lights.	HOMEAUTOMATION	turn_on	home automation. turn on
play why don't we.	MEDIACONTROL	play_media	media control. play media
play ooh child.	MEDIACONTROL	play_media	media control. play media
what does that mean?	OTHER	other	other. other
can you set the alarm for 5 am?	ALARM	set_alarm	alarm. set alarm
play anthem lights.	MEDIACONTROL	play_media	media control. play media
what the fox say?	OTHERSKILL	otherskill_default	other skill. otherskill default
how is your day today?	OTHER	other	other. other
shuffle my playlist.	MEDIACONTROL	shuffle_music	media control. shuffle music
play walking on sunshine.	MEDIACONTROL	play_media	media control. play media
new alarm.	ALARM	set_alarm	alarm. set alarm
please play some jazz.	MEDIACONTROL	play_media	media control. play media
play Bill Withers.	MEDIACONTROL	play_media	media control. play media
turn off the bedroom dresser.	HOMEAUTOMATION	turn_off	home automation. turn off
play star 101.3.	MEDIACONTROL	play_media	media control. play media
set my alarm for 6:25 am.	ALARM	set_alarm	alarm. set alarm
set an alarm for 3:00:00PM.	ALARM	set_alarm	alarm. set alarm
what is the weather going to be like today?	WEATHER	weather_default	weather. weather default
turn off scott s light.	HOMEAUTOMATION	turn_off	home automation. turn off
volume max.	MEDIACONTROL	set_volume	media control. set volume
play 93.3 fm.	MEDIACONTROL	play_media	media control. play media
set the temperature to 78 degrees.	HOMEAUTOMATION	set_device	home automation. set device
turn on sink.	HOMEAUTOMATION	turn_on	home automation. turn on
call danielle babineau.	COMMUNICATION	make_call	communication. make call
lower volume please.	MEDIACONTROL	volume_down	media control. volume down
can you set a timer for 4 minutes?	ALARM	set_timer	alarm. set timer
set timer for 50 minutes.	ALARM	set_timer	alarm. set timer
play soda stereo.	MEDIACONTROL	play_media	media control. play media
what is the seahawks score?	OTHER	other	other. other
what's the weather like in las vegas?	WEATHER	weather_default	weather. weather default
turn on main lights.	HOMEAUTOMATION	turn_on	home automation. turn on
set temperature to 67.	HOMEAUTOMATION	set_device	home automation. set device
play mamma mia.	MEDIACONTROL	play_media	media control. play media
turn on great room.	HOMEAUTOMATION	turn_on	home automation. turn on
hey how are you.	OTHER	other	other. other
turn on giraffe.	MEDIACONTROL	play_media	media control. play media
play chinese love songs.	MEDIACONTROL	play_media	media control. play media
top news.	OTHER	other	other. other
what are my appointments for tomorrow?	CALENDAR	find_calendar_entry	calendar. find calendar entry
play fleetwood mac on spotify.	MEDIACONTROL	play_media	media control. play media
do an impersonation?	OTHER	other	other. other
play lounge soft house.	MEDIACONTROL	play_media	media control. play media
sing me a love song.	OTHER	other	other. other
play alabama.	MEDIACONTROL	play_media	media control. play media
play yellow by Coldplay.	MEDIACONTROL	play_media	media control. play media
play classical radio on spotify.	MEDIACONTROL	play_media	media control. play media
play drake on spotify.	MEDIACONTROL	play_media	media control. play media
timer for 40 minutes.	ALARM	set_timer	alarm. set timer
play the song from the beginning.	MEDIACONTROL	repeat	media control. repeat
play old country music.	MEDIACONTROL	play_media	media control. play media
play young the giant.	MEDIACONTROL	play_media	media control. play media
say my name.	OTHER	other	other. other
play Jon bellion.	MEDIACONTROL	play_media	media control. play media
what is cvx stock today?	OTHER	other	other. other
can you turn the lights off?	HOMEAUTOMATION	turn_off	home automation. turn off
set a reminder for 20 minutes.	REMINDER	create_single_reminder	reminder. create single reminder
play brown eyed girl by van morrison.	MEDIACONTROL	play_media	media control. play media
play 90s dance music.	MEDIACONTROL	play_media	media control. play media
call Jessica.	COMMUNICATION	make_call	communication. make call
turn off shell lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
what's the forecast for monday?	WEATHER	weather_default	weather. weather default
play the black eyed peas.	MEDIACONTROL	play_media	media control. play media
play big iron by marty robbins.	MEDIACONTROL	play_media	media control. play media
play ocean waves one hour.	MEDIACONTROL	play_media	media control. play media
start stop.	COMMON	stop	common. stop
forget it.	COMMON	cancel	common. cancel
what's the temperature in seattle?	WEATHER	weather_default	weather. weather default
play meditation music please.	MEDIACONTROL	play_media	media control. play media
play franz liszt.	MEDIACONTROL	play_media	media control. play media
are you smart?	OTHER	other	other. other
that's cool.	OTHER	other	other. other
play i can't stop the feeling.	MEDIACONTROL	play_media	media control. play media
play happy hits.	MEDIACONTROL	play_media	media control. play media
set an alarm for 10:50 AM.	ALARM	set_alarm	alarm. set alarm
call home india.	COMMUNICATION	make_call	communication. make call
when do the lightning play next?	OTHER	other	other. other
when's my first meeting tomorrow?	CALENDAR	find_calendar_when	calendar. find calendar when
set alarm for 2 hours.	ALARM	set_alarm	alarm. set alarm
telephone number.	OTHER	other	other. other
who plays the song?	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
play here comes santa claus.	MEDIACONTROL	play_media	media control. play media
play something by marco antonio sol?s.	MEDIACONTROL	play_media	media control. play media
lower down the music.	MEDIACONTROL	volume_down	media control. volume down
can you speak spanish?	OTHER	other	other. other
play 1950s music.	MEDIACONTROL	play_media	media control. play media
what time is it in sydney australia?	OTHER	other	other. other
accident.	OTHER	other	other. other
play beat it.	MEDIACONTROL	play_media	media control. play media
play awful things.	MEDIACONTROL	play_media	media control. play media
play 10 CC.	MEDIACONTROL	play_media	media control. play media
play kcfr radio.	MEDIACONTROL	play_media	media control. play media
play ty dolla sign.	MEDIACONTROL	play_media	media control. play media
cancel 10 am.	OTHERSKILL	otherskill_default	other skill. otherskill default
play take me home country roads.	MEDIACONTROL	play_media	media control. play media
set an alarm for 9:05 AM.	ALARM	set_alarm	alarm. set alarm
play 95.7 the jet seattle on iheartradio.	MEDIACONTROL	play_media	media control. play media
turn on the alarm.	ALARM	set_alarm	alarm. set alarm
play even if by mercyme.	MEDIACONTROL	play_media	media control. play media
play richard marx.	MEDIACONTROL	play_media	media control. play media
call karen dora.	COMMUNICATION	make_call	communication. make call
play la bamba.	MEDIACONTROL	play_media	media control. play media
play crazy music.	MEDIACONTROL	play_media	media control. play media
drop the beat.	OTHER	other	other. other
can you tell me?	OTHER	other	other. other
call Angela.	COMMUNICATION	make_call	communication. make call
i don't like you.	OTHER	other	other. other
play killing me softly.	MEDIACONTROL	play_media	media control. play media
play kylie minogue.	MEDIACONTROL	play_media	media control. play media
open distant thunder.	MEDIACONTROL	play_media	media control. play media
set an alarm at 12 pm.	ALARM	set_alarm	alarm. set alarm
set alarm for 1:45.	ALARM	set_alarm	alarm. set alarm
l.	OTHER	other	other. other
what's next on my schedule?	CALENDAR	find_calendar_entry	calendar. find calendar entry
channel.	OTHER	other	other. other
play some birthday music.	MEDIACONTROL	play_media	media control. play media
turn off sun room.	HOMEAUTOMATION	turn_off	home automation. turn off
play little Wayne.	MEDIACONTROL	play_media	media control. play media
turn off stairway lights.	HOMEAUTOMATION	turn_off	home automation. turn off
body.	OTHER	other	other. other
nbc news.	OTHER	other	other. other
play radio hsl from tunein.	MEDIACONTROL	play_media	media control. play media
what time does best buy close?	PLACES	places_default	places. places default
play dakota by stereophonics.	MEDIACONTROL	play_media	media control. play media
what's the score of the warriors game?	OTHER	other	other. other
can you play the beatles?	MEDIACONTROL	play_media	media control. play media
set a timer for 15 seconds.	ALARM	set_timer	alarm. set timer
who's better you or siri?	OTHER	other	other. other
meow like a cat.	OTHERSKILL	otherskill_default	other skill. otherskill default
play jim crow she.	MEDIACONTROL	play_media	media control. play media
are you crazy?	OTHER	other	other. other
play 24 k magic.	MEDIACONTROL	play_media	media control. play media
what temperature outside?	WEATHER	weather_default	weather. weather default
lower volume to 10%.	MEDIACONTROL	volume_down	media control. volume down
turn on the bedroom dresser.	HOMEAUTOMATION	turn_on	home automation. turn on
ask capital one what's my account balance.	OTHER	other	other. other
play i feel good by james brown.	MEDIACONTROL	play_media	media control. play media
play dear future husband.	MEDIACONTROL	play_media	media control. play media
repeat what you just said.	OTHER	other	other. other
volume at 35%.	MEDIACONTROL	set_volume	media control. set volume
please turn it off.	OTHER	other	other. other
play centuries by fall out boy.	MEDIACONTROL	play_media	media control. play media
wake me up at 1 o'clock.	ALARM	set_alarm	alarm. set alarm
alexis stop.	OTHERSKILL	otherskill_default	other skill. otherskill default
play songs by ozuna.	MEDIACONTROL	play_media	media control. play media
play some michael jackson music.	MEDIACONTROL	play_media	media control. play media
play the eagles greatest hits.	MEDIACONTROL	play_media	media control. play media
what day is the superbowl?	OTHER	other	other. other
turn on the boom light.	HOMEAUTOMATION	turn_on	home automation. turn on
kitchen lights on.	HOMEAUTOMATION	turn_on	home automation. turn on
play the song closing time.	MEDIACONTROL	play_media	media control. play media
play high.	MEDIACONTROL	play_media	media control. play media
the weather tomorrow.	WEATHER	weather_default	weather. weather default
how's the weather gonna be today?	WEATHER	weather_default	weather. weather default
play chill out brain.	MEDIACONTROL	play_media	media control. play media
i'm lonely.	OTHER	other	other. other
play music by the bee gees.	MEDIACONTROL	play_media	media control. play media
with me.	OTHER	other	other. other
you listening.	ONDEVICE	are_you_listening	on device. are you listening
play movie game.	OTHER	other	other. other
pretty.	OTHER	other	other. other
turn up volume down.	MEDIACONTROL	volume_down	media control. volume down
owl.	OTHER	other	other. other
who's the boss?	OTHER	other	other. other
play Mary had a little lamb.	MEDIACONTROL	play_media	media control. play media
what song are we listening to?	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
office light off.	HOMEAUTOMATION	turn_off	home automation. turn off
kentucky basketball schedule.	OTHER	other	other. other
play some soft classical music.	MEDIACONTROL	play_media	media control. play media
play my way by frank sinatra.	MEDIACONTROL	play_media	media control. play media
turn off christmas music.	MEDIACONTROL	stop	media control. stop
remind me in 15 minutes.	REMINDER	create_single_reminder	reminder. create single reminder
play kandar sasti kavasam.	MEDIACONTROL	play_media	media control. play media
turn on kitchen island.	MEDIACONTROL	play_media	media control. play media
what time is the seahawks game?	OTHER	other	other. other
play Ronnie James dio.	MEDIACONTROL	play_media	media control. play media
what's the weather on monday?	WEATHER	weather_default	weather. weather default
what is tomorrow's temperature?	WEATHER	weather_default	weather. weather default
hey cortana turn off alarm.	ALARM	turn_off_alarm	alarm. turn off alarm
what's the score of the bills game?	OTHER	other	other. other
play music by rabito.	MEDIACONTROL	play_media	media control. play media
add cream cheese to my grocery list.	NOTE	add_to_note	note. add to note
call cory kincaid on mobile.	COMMUNICATION	make_call	communication. make call
set bedroom light to 100%.	HOMEAUTOMATION	set_device	home automation. set device
turn it on.	OTHER	other	other. other
my timers.	ALARM	find_timer	alarm. find timer
play southbound by the doobie brothers.	MEDIACONTROL	play_media	media control. play media
play mamas and the papas.	MEDIACONTROL	play_media	media control. play media
tunein.	OTHER	other	other. other
play pavarotti.	MEDIACONTROL	play_media	media control. play media
do you spell?	OTHER	other	other. other
timer stop.	ALARM	turn_off_timer	alarm. turn off timer
play xbox.	ONDEVICE	open_application	on device. open application
repeat this track.	MEDIACONTROL	repeat	media control. repeat
play store.	ONDEVICE	open_application	on device. open application
play reggaeton.	MEDIACONTROL	play_media	media control. play media
play let it be by the beatles.	MEDIACONTROL	play_media	media control. play media
set the thermostat to 60 degrees.	HOMEAUTOMATION	set_device	home automation. set device
play maroon 5 wait.	MEDIACONTROL	play_media	media control. play media
set alarm for 11 PM.	ALARM	set_alarm	alarm. set alarm
play music by diana krall.	MEDIACONTROL	play_media	media control. play media
play kendrick lamar humble.	MEDIACONTROL	play_media	media control. play media
add half and half to my grocery list.	NOTE	add_to_note	note. add to note
play some music b****.	MEDIACONTROL	play_media	media control. play media
what is the weather gonna be tomorrow?	WEATHER	weather_default	weather. weather default
ha ha ha ha.	OTHER	other	other. other
play christmas music playlist.	MEDIACONTROL	play_media	media control. play media
play this american life podcast.	MEDIACONTROL	play_media	media control. play media
play skateaway.	MEDIACONTROL	play_media	media control. play media
can you play today's hits?	MEDIACONTROL	play_media	media control. play media
what's the latest news in the philippines?	OTHER	other	other. other
turn off bookshelf.	HOMEAUTOMATION	turn_off	home automation. turn off
play motivational music.	MEDIACONTROL	play_media	media control. play media
what's the temperature tomorrow morning?	WEATHER	weather_default	weather. weather default
what's the weather going to be like?	WEATHER	weather_default	weather. weather default
when is sunrise?	OTHER	other	other. other
is water wet?	OTHER	other	other. other
play chris janson.	MEDIACONTROL	play_media	media control. play media
you doing.	OTHER	other	other. other
set an alarm for 4:05 am.	ALARM	set_alarm	alarm. set alarm
play Sum 41.	MEDIACONTROL	play_media	media control. play media
call my cell phone.	COMMUNICATION	make_call	communication. make call
help you.	OTHER	other	other. other
play beach boys music.	MEDIACONTROL	play_media	media control. play media
set alarm at 6:30 am.	ALARM	set_alarm	alarm. set alarm
add bluetooth.	ONDEVICE	open_setting	on device. open setting
skip this phone.	COMMUNICATION	ignore_incoming	communication. ignore incoming
set a timer for 20 seconds.	ALARM	set_timer	alarm. set timer
ok cortana stop.	COMMON	stop	common. stop
play rodrigo y gabriela.	MEDIACONTROL	play_media	media control. play media
play kanye west on spotify.	MEDIACONTROL	play_media	media control. play media
set an alarm for 8:30 in the morning.	ALARM	set_alarm	alarm. set alarm
play 101.1.	MEDIACONTROL	play_media	media control. play media
you're welcome.	OTHER	other	other. other
connect to phone.	ONDEVICE	pair_device	on device. pair device
play in the air tonight by Phil Collins.	MEDIACONTROL	play_media	media control. play media
play iheartchristmas on iheartradio.	MEDIACONTROL	play_media	media control. play media
mexican music.	OTHER	other	other. other
turn on pop music.	MEDIACONTROL	play_media	media control. play media
play my daily mix 2 on Spotify.	MEDIACONTROL	play_media	media control. play media
set alarm 7:45 am.	ALARM	set_alarm	alarm. set alarm
turn up the basement.	HOMEAUTOMATION	turn_up	home automation. turn up
very funny.	OTHER	other	other. other
play the fat rat.	MEDIACONTROL	play_media	media control. play media
wake me up at 3 pm.	ALARM	set_alarm	alarm. set alarm
play you got a friend in me.	MEDIACONTROL	play_media	media control. play media
tell me the weather tomorrow.	WEATHER	weather_default	weather. weather default
play one foot.	MEDIACONTROL	play_media	media control. play media
play whip and nae nae.	MEDIACONTROL	play_media	media control. play media
play acdc music.	MEDIACONTROL	play_media	media control. play media
is it gonna rain all day?	WEATHER	weather_default	weather. weather default
play creep.	MEDIACONTROL	play_media	media control. play media
play time.	MEDIACONTROL	play_media	media control. play media
wake me up at 1:30.	ALARM	set_alarm	alarm. set alarm
dim the lights to 10%.	HOMEAUTOMATION	turn_down	home automation. turn down
play some arcangel.	MEDIACONTROL	play_media	media control. play media
play 112.	MEDIACONTROL	play_media	media control. play media
4 minute timer.	ALARM	set_timer	alarm. set timer
alexa stop.	OTHERSKILL	otherskill_default	other skill. otherskill default
invoke.	OTHER	other	other. other
have a great day?	OTHER	other	other. other
set alarm for 2 minutes.	ALARM	set_alarm	alarm. set alarm
play drowning.	MEDIACONTROL	play_media	media control. play media
play three days grace.	MEDIACONTROL	play_media	media control. play media
play perfect by leroy sanchez.	MEDIACONTROL	play_media	media control. play media
turn on hailey's room.	HOMEAUTOMATION	turn_on	home automation. turn on
play the star wars theme.	MEDIACONTROL	play_media	media control. play media
turn volume down 10%.	MEDIACONTROL	volume_down	media control. volume down
nfl scores.	OTHER	other	other. other
als.	OTHER	other	other. other
loud.	OTHER	other	other. other
set alarm at 7:30 am.	ALARM	set_alarm	alarm. set alarm
start my alarm.	ALARM	set_alarm	alarm. set alarm
play firework.	MEDIACONTROL	play_media	media control. play media
can you set an alarm for 5:30?	ALARM	set_alarm	alarm. set alarm
play the last track.	MEDIACONTROL	skip_back	media control. skip back
how old is clint eastwood?	OTHER	other	other. other
play ktis radio.	MEDIACONTROL	play_media	media control. play media
cancel my alarm for 11 am.	ALARM	turn_off_alarm	alarm. turn off alarm
turn off lr floor lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
play hip hop and R&B.	MEDIACONTROL	play_media	media control. play media
turn on the dining room lamp.	HOMEAUTOMATION	turn_on	home automation. turn on
call lakshmi kantam.	COMMUNICATION	make_call	communication. make call
play betrayed by lil xan.	MEDIACONTROL	play_media	media control. play media
add deodorant to my grocery list.	NOTE	add_to_note	note. add to note
can you turn up?	MEDIACONTROL	volume_up	media control. volume up
call sam.	COMMUNICATION	make_call	communication. make call
terra.	OTHER	other	other. other
play lewis black.	MEDIACONTROL	play_media	media control. play media
play missio.	MEDIACONTROL	play_media	media control. play media
